id,family,tradition,archetype,tier,coverage,candidateScore,candidateSource,candidateName,candidateAction,validationState
CAN-121,Electronic / Dance,Club music,Trip-Hop,B,NAMED_MATCH,0.920,Battrochtek Library v2,Trip-Hop,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-122,Electronic / Dance,Club music,Trance,B,MISSING_OR_WEAK,0.458,Battrochtek Library v2,Train Beat,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-123,Electronic / Dance,Club music,Dubstep Half-Time,B,RELATED_CANDIDATE,0.622,Battrochtek Library v2,Trap Half-Time,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-124,Electronic / Dance,Club music,Footwork / Juke,B,MISSING_OR_WEAK,0.353,Battrochtek Library v2,Two-Step,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-125,Electronic / Dance,Club music,Synthwave,B,NAMED_MATCH,0.900,Battrochtek Library v2,Synthwave,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-126,Electronic / Dance,Club music,Amapiano,B,NAMED_MATCH,0.757,Battrochtek Library v2,Amapiano,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-127,Electronic / Dance,Club music,Afro House,B,RELATED_CANDIDATE,0.615,Battrochtek Library v2,Funky House,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-128,Latin America,Cuba,Son,A,RELATED_CANDIDATE,0.645,Battrochtek Library v2,Songo,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-129,Latin America,Cuba,Son Montuno,A,NAMED_MATCH,0.920,Battrochtek Library v2,Son Montuno,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-130,Latin America,Cuba,Mambo,A,NAMED_MATCH,0.900,Battrochtek Library v2,Mambo,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-131,Latin America,Cuba,Cha-Cha-Cha,A,NAMED_MATCH,0.900,Battrochtek Library v2,Cha-cha-cha,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-132,Latin America,Cuba,Bolero Cubano,A,NAMED_MATCH,0.920,Battrochtek Library v2,Bolero Cubano,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-133,Latin America,Cuba,Songo,A,NAMED_MATCH,0.900,Battrochtek Library v2,Songo,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-134,Latin America,Cuba,Timba,A,NAMED_MATCH,0.900,Battrochtek Library v2,Timba,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-135,Latin America,Cuba,Mozambique,A,NAMED_MATCH,0.900,Battrochtek Library v2,Mozambique,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-136,Latin America,Cuba,Guaguancó Drum-Set,A,NAMED_MATCH,0.934,Battrochtek Library v2,Guaguanco Drum-Set,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-137,Latin America,Cuba,Afro-Cuban 6/8 / Bembé,A,RELATED_CANDIDATE,0.542,Groove MIDI Dataset,18 afrocuban 128 beat 4 4,SOURCE_POOL_HUMAN_PERFORMANCE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-138,Latin America,Cuba,Salsa 2-3,A,NAMED_MATCH,0.970,Battrochtek Library v2,Salsa 2-3,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-139,Latin America,Cuba,Salsa 3-2,A,NAMED_MATCH,0.970,Battrochtek Library v2,Salsa 3-2,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-140,Latin America,Brazil,Bossa Nova,A,NAMED_MATCH,0.960,Battrochtek Library v2,Bossa Nova,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-141,Latin America,Brazil,Samba Batucada,A,RELATED_CANDIDATE,0.568,Battrochtek Library v2,Samba,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-142,Latin America,Brazil,Samba Partido Alto,A,NAMED_MATCH,0.970,Battrochtek Library v2,Samba Partido Alto,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-143,Latin America,Brazil,Samba-Reggae,A,NAMED_MATCH,0.960,Battrochtek Library v2,Samba-Reggae,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-144,Latin America,Brazil,Baião,A,NAMED_MATCH,0.945,Battrochtek Library v2,Baiao,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-145,Latin America,Brazil,Maracatu,A,NAMED_MATCH,0.945,Battrochtek Library v2,Maracatu,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-146,Latin America,Brazil,Frevo,A,NAMED_MATCH,0.945,Battrochtek Library v2,Frevo,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-147,Latin America,Brazil,Ijexá / Afoxê,A,MISSING_OR_WEAK,0.382,Battrochtek Library v2,Baiao,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-148,Latin America,Brazil,Samba-Funk,A,RELATED_CANDIDATE,0.667,Battrochtek Library v2,Samba,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-149,Latin America,Brazil,Samba-Jazz,A,RELATED_CANDIDATE,0.667,Battrochtek Library v2,Samba,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-150,Latin America,Brazil,Choro / Maxixe Drum-Set Adaptation,A,MISSING_OR_WEAK,0.475,Battrochtek Library v2,Bomba Drum-Set,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-151,Latin America,Colombia & Venezuela,Traditional Colombian Cumbia,A,MISSING_OR_WEAK,0.476,Battrochtek Library v2,Cumbia Traditional Drum-Set,MERGE_TO_CUMBIA_TRADITIONAL_REBUILD,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-152,Latin America,Colombia & Venezuela,Porro / Porro Chocoano,A,MISSING_OR_WEAK,0.389,Battrochtek Library v2,Bolero Cubano,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-153,Latin America,Colombia & Venezuela,Chandé,A,MISSING_OR_WEAK,0.396,Battrochtek Library v2,Cumbia Sonidera,REVIEW_CUMBIA_VARIANT_REBUILD_OR_TAG,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-154,Latin America,Colombia & Venezuela,Currulao Drum-Set Adaptation,A,MISSING_OR_WEAK,0.477,Battrochtek Library v2,Plena Drum-Set,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-155,Latin America,Colombia & Venezuela,Joropo,A,MISSING_OR_WEAK,0.348,Battrochtek Library v2,Bolero Cubano,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-156,Latin America,Colombia & Venezuela,Merengue Venezolano,A,RELATED_CANDIDATE,0.521,Battrochtek Library v2,Merengue,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-157,Latin America,Peru / Argentina / Uruguay,Festejo,B,MISSING_OR_WEAK,0.407,Battrochtek Library v2,Frevo,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-158,Latin America,Peru / Argentina / Uruguay,Landó,B,MISSING_OR_WEAK,0.382,Drum Machine Patterns,Tango1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-159,Latin America,Peru / Argentina / Uruguay,Chacarera,B,RELATED_CANDIDATE,0.533,Drum Machine Patterns,Cha ChaBreak,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-160,Latin America,Peru / Argentina / Uruguay,Zamba Argentina,B,MISSING_OR_WEAK,0.474,Battrochtek Library v2,Samba Partido Alto,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-161,Latin America,Peru / Argentina / Uruguay,Candombe Uruguayo,B,MISSING_OR_WEAK,0.340,Battrochtek Library v2,Samba-Reggae,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-162,Latin America,Peru / Argentina / Uruguay,Tango,B,RELATED_CANDIDATE,0.679,Drum Machine Patterns,Tango1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-163,Latin America,Peru / Argentina / Uruguay,Milonga,B,MISSING_OR_WEAK,0.407,Battrochtek Library v2,Cumbia Colombiana,MERGE_TO_CUMBIA_TRADITIONAL_REBUILD,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-164,Caribbean,Dominican Republic / Puerto Rico,Merengue,A,NAMED_MATCH,0.806,Battrochtek Library v2,Merengue,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-165,Caribbean,Dominican Republic / Puerto Rico,Bachata,A,NAMED_MATCH,0.806,Battrochtek Library v2,Bachata,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-166,Caribbean,Dominican Republic / Puerto Rico,Bomba Drum-Set,A,NAMED_MATCH,0.853,Battrochtek Library v2,Bomba Drum-Set,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-167,Caribbean,Dominican Republic / Puerto Rico,Plena Drum-Set,A,NAMED_MATCH,0.853,Battrochtek Library v2,Plena Drum-Set,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-168,Caribbean,Trinidad & Lesser Antilles,Calypso,A,NAMED_MATCH,0.820,Battrochtek Library v2,Calypso,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-169,Caribbean,Trinidad & Lesser Antilles,Soca,A,NAMED_MATCH,0.820,Battrochtek Library v2,Soca,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-170,Caribbean,Trinidad & Lesser Antilles,Kompa,A,NAMED_MATCH,0.820,Battrochtek Library v2,Kompa,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-171,Caribbean,Trinidad & Lesser Antilles,Zouk,A,NAMED_MATCH,0.820,Battrochtek Library v2,Zouk,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-172,Caribbean,Trinidad & Lesser Antilles,Biguine / Beguine,A,RELATED_CANDIDATE,0.551,Battrochtek Library v2,Beguine,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-173,Africa,West Africa,Afrobeat,A,NAMED_MATCH,0.945,Battrochtek Library v2,Afrobeat,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-174,Africa,West Africa,Highlife,A,NAMED_MATCH,0.945,Battrochtek Library v2,Highlife,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-175,Africa,West Africa,Kpanlogo Drum-Set,A,NAMED_MATCH,0.970,Battrochtek Library v2,Kpanlogo Drum-Set,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-176,Africa,West Africa,Ewe 12/8 / Agbekor Adaptation,A,MISSING_OR_WEAK,0.391,Battrochtek Library v2,7/8 Foundation,MOVE_FOUNDATIONS_REBUILD,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-177,Africa,West Africa,Fanga Drum-Set Adaptation,A,NAMED_MATCH,0.737,Battrochtek Library v2,Fanga Drum-Set,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-178,Africa,West Africa,Mbalax,A,MISSING_OR_WEAK,0.457,Battrochtek Library v2,Mbalax Drum-Set,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-179,Africa,West Africa,Jùjú / Yoruba-derived Drum-Set,A,RELATED_CANDIDATE,0.535,Battrochtek Library v2,Agbadza Drum-Set,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-180,Africa,Central Africa,Soukous,B,NAMED_MATCH,0.840,Battrochtek Library v2,Soukous,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-181,Africa,Central Africa,Makossa,B,NAMED_MATCH,0.840,Battrochtek Library v2,Makossa,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-182,Africa,Central Africa,Bikutsi,B,MISSING_OR_WEAK,0.370,Battrochtek Library v2,Soukous,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-183,Africa,Central Africa,Mangambe,B,MISSING_OR_WEAK,0.451,Battrochtek Library v2,Mambo,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-184,Africa,Southern Africa,Mbaqanga,B,MISSING_OR_WEAK,0.393,Battrochtek Library v2,Bachata,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-185,Africa,Southern Africa,South African House,B,NAMED_MATCH,0.849,Battrochtek Library v2,South African House,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-186,Africa,Southern Africa,Amapiano,B,NAMED_MATCH,0.770,Battrochtek Library v2,Amapiano,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-187,Africa,Indian Ocean,Sega,B,MISSING_OR_WEAK,0.478,Battrochtek Library v2,Sega Drum-Set,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-188,Africa,Indian Ocean,Maloya,B,RELATED_CANDIDATE,0.549,Battrochtek Library v2,Maloya Drum-Set,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-189,North Africa / Middle East,North Africa,Gnawa Drum-Set,B,NAMED_MATCH,0.982,Battrochtek Library v2,Gnawa Drum-Set,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-190,North Africa / Middle East,North Africa,Maghreb Chaabi,B,NAMED_MATCH,0.977,Battrochtek Library v2,Maghreb Chaabi,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-191,North Africa / Middle East,North Africa,Raï,B,NAMED_MATCH,0.970,Battrochtek Library v2,Rai,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-192,North Africa / Middle East,Arabic rhythmic cycles,Maqsum,B,RELATED_CANDIDATE,0.556,Battrochtek Library v2,Maqsum Drum-Set,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-193,North Africa / Middle East,Arabic rhythmic cycles,Saidi,B,RELATED_CANDIDATE,0.525,Battrochtek Library v2,Saidi Drum-Set,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-194,North Africa / Middle East,Arabic rhythmic cycles,Malfuf,B,RELATED_CANDIDATE,0.556,Battrochtek Library v2,Malfuf Drum-Set,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-195,North Africa / Middle East,Arabic rhythmic cycles,Ayoub,B,RELATED_CANDIDATE,0.525,Battrochtek Library v2,Ayoub Drum-Set,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-196,North Africa / Middle East,Arabic rhythmic cycles,Baladi / Masmoudi Saghir,B,MISSING_OR_WEAK,0.378,Drum Machine Patterns,Ballad1MeasureA,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-197,North Africa / Middle East,Arabic rhythmic cycles,Masmoudi Kabir,B,MISSING_OR_WEAK,0.420,Battrochtek Library v2,Maghreb Chaabi,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-198,North Africa / Middle East,Arabic rhythmic cycles,Chiftetelli,B,MISSING_OR_WEAK,0.353,Battrochtek Library v2,Dilla Feel,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-199,Balkans / Eastern Europe,Aksak & regional,Balkan 7/8,B,NAMED_MATCH,0.853,Battrochtek Library v2,Balkan 7/8,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-200,Balkans / Eastern Europe,Aksak & regional,Balkan 9/8,B,NAMED_MATCH,0.853,Battrochtek Library v2,Balkan 9/8,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-201,Balkans / Eastern Europe,Aksak & regional,Balkan 11/8,B,RELATED_CANDIDATE,0.710,Battrochtek Library v2,Balkan 7/8,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-202,Balkans / Eastern Europe,Aksak & regional,Čoček / 9/8 Dance,B,MISSING_OR_WEAK,0.412,Battrochtek Library v2,9/8 Foundation,MOVE_FOUNDATIONS_REBUILD,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-203,South Asia,Indian & Punjabi adaptations,Bhangra / Dhol Drum-Set,B,RELATED_CANDIDATE,0.586,Battrochtek Library v2,Fanga Drum-Set,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-204,South Asia,Indian & Punjabi adaptations,Teentaal 16-beat Drum-Set Adaptation,B,MISSING_OR_WEAK,0.414,Battrochtek Library v2,Mbalax Drum-Set,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-205,South Asia,Indian & Punjabi adaptations,Keherwa / 8-beat Drum-Set Adaptation,B,MISSING_OR_WEAK,0.412,Battrochtek Library v2,Sega Drum-Set,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-206,South Asia,Indian & Punjabi adaptations,Dadra / 6-beat Drum-Set Adaptation,B,MISSING_OR_WEAK,0.412,Battrochtek Library v2,Mbalax Drum-Set,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-207,Global / Hybrid,Contemporary hybrids,Afro-Cuban Funk,C,RELATED_CANDIDATE,0.572,Drum Machine Patterns,Afro Cuban1Break,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-208,Global / Hybrid,Contemporary hybrids,Brazilian Funk,C,NAMED_MATCH,0.795,Battrochtek Library v2,Brazilian Funk,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-209,Global / Hybrid,Contemporary hybrids,Latin Rock,C,MISSING_OR_WEAK,0.439,Battrochtek Library v2,Country Rock,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-210,Global / Hybrid,Contemporary hybrids,Reggae Rock,C,RELATED_CANDIDATE,0.530,Drum Machine Patterns,Reggae1Break,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-211,Global / Hybrid,Contemporary hybrids,Jazz-Rock Fusion,C,MISSING_OR_WEAK,0.473,Groove MIDI Dataset,112 jazz fusion 96 beat 4 4,SOURCE_POOL_HUMAN_PERFORMANCE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-212,Global / Hybrid,Contemporary hybrids,Afrobeat-Funk,C,RELATED_CANDIDATE,0.587,Battrochtek Library v2,Afrobeat,REBUILD_DISTINCT_ARCHETYPE,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-213,Global / Hybrid,Contemporary hybrids,World 6/8 Fusion,C,MISSING_OR_WEAK,0.421,Battrochtek Library v2,7/8 Foundation,MOVE_FOUNDATIONS_REBUILD,NEEDS_MUSICOLOGICAL_VALIDATION
CAN-214,Latin America,Cuba,Guajira Drum-Set Adaptation,B,PDF_PEDAGOGICAL_ADDITION,0.780,Professional PDF method pack,Guajira,ADD_REVIEWED_PEDAGOGICAL_ADAPTATION,DOCUMENTARY_REVIEWED_ADAPTATION
CAN-215,Latin America,Cuba,Pilón Drum-Set Adaptation,B,PDF_PEDAGOGICAL_ADDITION,0.720,Professional PDF method pack,Pilón,ADD_REVIEWED_PEDAGOGICAL_ADAPTATION,DOCUMENTARY_REVIEWED_ADAPTATION
CAN-216,Latin America,Cuba,Cáscara Coordination Exercise,B,PDF_PEDAGOGICAL_ADDITION,0.820,Professional PDF method pack,Cáscara,ADD_REVIEWED_PEDAGOGICAL_EXERCISE,DOCUMENTARY_REVIEWED_ADAPTATION
CAN-217,Latin America,Cuba,Mambo Bell Coordination Exercise,B,PDF_PEDAGOGICAL_ADDITION,0.820,Professional PDF method pack,Mambo Bell,ADD_REVIEWED_PEDAGOGICAL_EXERCISE,DOCUMENTARY_REVIEWED_ADAPTATION
