row,source,family,style,name,bpm,signature,sourceType,memoryCount,uniqueMemoryCount,fingerprint,exactDuplicatesAll,exactDuplicatesSource,action,origin,attribution
221,Battrochtek Library v2,Latin / Caribbean,Merengue,Merengue,132,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,Dominican Republic,Battrochtek — adaptation pédagogique drum-set
222,Battrochtek Library v2,Latin / Caribbean,Bachata,Bachata,126,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,Dominican Republic,Battrochtek — adaptation pédagogique drum-set
223,Battrochtek Library v2,Latin / Caribbean,Bomba Drum-Set,Bomba Drum-Set,104,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,Puerto Rico,Battrochtek — adaptation pédagogique drum-set
224,Battrochtek Library v2,Latin / Caribbean,Plena Drum-Set,Plena Drum-Set,112,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,Puerto Rico,Battrochtek — adaptation pédagogique drum-set
225,Battrochtek Library v2,Latin / Caribbean,Reggaeton / Dembow,Reggaeton / Dembow,94,4/4,curated,4,4,760a8cc17a65,1,1,REBUILD_VALIDATE,Caribbean,Battrochtek — adaptation pédagogique drum-set
226,Battrochtek Library v2,Latin / Caribbean,Calypso,Calypso,118,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,Trinidad & Tobago,Battrochtek — adaptation pédagogique drum-set
227,Battrochtek Library v2,Latin / Caribbean,Soca,Soca,128,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,Trinidad & Tobago,Battrochtek — adaptation pédagogique drum-set
228,Battrochtek Library v2,Latin / Brazil,Bossa Nova,Bossa Nova,132,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,Brazil,Battrochtek — adaptation pédagogique drum-set
229,Battrochtek Library v2,Latin / Brazil,Samba,Samba,108,4/4,curated,4,4,a42eca7e2aac,3,3,REBUILD_DISTINCT_ARCHETYPE,Brazil,Battrochtek — adaptation pédagogique drum-set
230,Battrochtek Library v2,Latin / Brazil,Samba Partido Alto,Samba Partido Alto,112,4/4,curated,4,4,97cee4f2b88f,17,17,REBUILD_DISTINCT_ARCHETYPE,Brazil,Battrochtek — adaptation pédagogique drum-set
231,Battrochtek Library v2,Latin / Brazil,Samba-Reggae,Samba-Reggae,102,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,Brazil,Battrochtek — adaptation pédagogique drum-set
232,Battrochtek Library v2,Latin / Brazil,Baiao,Baiao,116,4/4,curated,4,4,a42eca7e2aac,3,3,REBUILD_DISTINCT_ARCHETYPE,Brazil,Battrochtek — adaptation pédagogique drum-set
233,Battrochtek Library v2,Latin / Brazil,Maracatu,Maracatu,104,4/4,curated,4,4,a42eca7e2aac,3,3,REBUILD_DISTINCT_ARCHETYPE,Brazil,Battrochtek — adaptation pédagogique drum-set
234,Battrochtek Library v2,Latin / Brazil,Frevo,Frevo,154,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,Brazil,Battrochtek — adaptation pédagogique drum-set
235,Battrochtek Library v2,Latin / Brazil,Brazilian Funk,Brazilian Funk,102,4/4,curated,4,4,97cee4f2b88f,17,17,REBUILD_DISTINCT_ARCHETYPE,Brazil,Battrochtek — adaptation pédagogique drum-set
236,Battrochtek Library v2,Afro / West Africa,Afrobeat,Afrobeat,108,4/4,curated,4,4,97cee4f2b88f,17,17,REBUILD_DISTINCT_ARCHETYPE,Nigeria,Battrochtek — adaptation pédagogique drum-set
237,Battrochtek Library v2,Afro / West Africa,Highlife,Highlife,116,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,Ghana,Battrochtek — adaptation pédagogique drum-set
238,Battrochtek Library v2,Afro / West Africa,Afro 6/8,Afro 6/8,112,6/8,curated,4,4,0f7f502d6c91,6,6,REBUILD_DISTINCT_ARCHETYPE,West Africa,Battrochtek — adaptation pédagogique drum-set
239,Battrochtek Library v2,Afro / West Africa,Kpanlogo Drum-Set,Kpanlogo Drum-Set,108,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,Ghana,Battrochtek — adaptation pédagogique drum-set
240,Battrochtek Library v2,Afro / West Africa,Agbadza Drum-Set,Agbadza Drum-Set,112,12/8,curated,4,4,9354978706d3,2,2,REBUILD_DISTINCT_ARCHETYPE,Ghana/Togo,Battrochtek — adaptation pédagogique drum-set
241,Battrochtek Library v2,Afro / West Africa,Fanga Drum-Set,Fanga Drum-Set,106,6/8,curated,4,4,0f7f502d6c91,6,6,REBUILD_DISTINCT_ARCHETYPE,West Africa,Battrochtek — adaptation pédagogique drum-set
242,Battrochtek Library v2,Afro / Central & South,Soukous,Soukous,126,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,DR Congo,Battrochtek — adaptation pédagogique drum-set
243,Battrochtek Library v2,Afro / Central & South,Makossa,Makossa,118,4/4,curated,4,4,97cee4f2b88f,17,17,REBUILD_DISTINCT_ARCHETYPE,Cameroon,Battrochtek — adaptation pédagogique drum-set
244,Battrochtek Library v2,Afro / Central & South,Mbalax Drum-Set,Mbalax Drum-Set,124,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,Senegal,Battrochtek — adaptation pédagogique drum-set
245,Battrochtek Library v2,Afro / Central & South,Amapiano,Amapiano,112,4/4,curated,4,4,ff683effcfde,5,5,REBUILD_DISTINCT_ARCHETYPE,South Africa,Battrochtek — adaptation pédagogique drum-set
246,Battrochtek Library v2,Afro / Central & South,South African House,South African House,120,4/4,curated,4,4,80e5da64bcf4,7,7,REBUILD_DISTINCT_ARCHETYPE,South Africa,Battrochtek — adaptation pédagogique drum-set
247,Battrochtek Library v2,World / Indian Ocean,Sega Drum-Set,Sega Drum-Set,112,6/8,curated,4,4,0f7f502d6c91,6,6,REBUILD_DISTINCT_ARCHETYPE,Mauritius/Reunion,Battrochtek — adaptation pédagogique drum-set
248,Battrochtek Library v2,World / Indian Ocean,Maloya Drum-Set,Maloya Drum-Set,104,6/8,curated,4,4,0f7f502d6c91,6,6,REBUILD_DISTINCT_ARCHETYPE,Reunion,Battrochtek — adaptation pédagogique drum-set
249,Battrochtek Library v2,World / Caribbean,Kompa,Kompa,104,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,Haiti,Battrochtek — adaptation pédagogique drum-set
250,Battrochtek Library v2,World / Caribbean,Zouk,Zouk,112,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,French Caribbean,Battrochtek — adaptation pédagogique drum-set
251,Battrochtek Library v2,World / Caribbean,Beguine,Beguine,118,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,Martinique/Guadeloupe,Battrochtek — adaptation pédagogique drum-set
252,Battrochtek Library v2,World / North Africa & Middle East,Gnawa Drum-Set,Gnawa Drum-Set,96,6/8,curated,4,4,0f7f502d6c91,6,6,REBUILD_DISTINCT_ARCHETYPE,Morocco,Battrochtek — adaptation pédagogique drum-set
253,Battrochtek Library v2,World / North Africa & Middle East,Maghreb Chaabi,Maghreb Chaabi,106,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,North Africa,Battrochtek — adaptation pédagogique drum-set
254,Battrochtek Library v2,World / North Africa & Middle East,Rai,Rai,112,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,Algeria,Battrochtek — adaptation pédagogique drum-set
255,Battrochtek Library v2,World / North Africa & Middle East,Maqsum Drum-Set,Maqsum Drum-Set,104,4/4,curated,4,4,e773fb6390c0,7,7,REBUILD_DISTINCT_ARCHETYPE,Middle East,Battrochtek — adaptation pédagogique drum-set
256,Battrochtek Library v2,World / North Africa & Middle East,Saidi Drum-Set,Saidi Drum-Set,112,4/4,curated,4,4,e773fb6390c0,7,7,REBUILD_DISTINCT_ARCHETYPE,Egypt,Battrochtek — adaptation pédagogique drum-set
257,Battrochtek Library v2,World / North Africa & Middle East,Malfuf Drum-Set,Malfuf Drum-Set,122,2/4,curated,4,4,b31db86b055d,2,2,REBUILD_DISTINCT_ARCHETYPE,Middle East,Battrochtek — adaptation pédagogique drum-set
258,Battrochtek Library v2,World / North Africa & Middle East,Ayoub Drum-Set,Ayoub Drum-Set,108,2/4,curated,4,4,b31db86b055d,2,2,REBUILD_DISTINCT_ARCHETYPE,Middle East,Battrochtek — adaptation pédagogique drum-set
259,Battrochtek Library v2,World / Balkans,Balkan 7/8,Balkan 7/8,126,7/8,curated,4,4,88bcb562d270,3,3,REBUILD_DISTINCT_ARCHETYPE,Balkans,Battrochtek — adaptation pédagogique drum-set
260,Battrochtek Library v2,World / Balkans,Balkan 9/8,Balkan 9/8,122,9/8,curated,4,4,2fefe897ebdb,2,2,REBUILD_DISTINCT_ARCHETYPE,Balkans,Battrochtek — adaptation pédagogique drum-set
261,Battrochtek Library v2,Funk / Soul / R&B,Meters / New Orleans Funk,Meters / New Orleans Funk,98,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,New Orleans,Battrochtek — adaptation pédagogique drum-set
262,Battrochtek Library v2,Funk / Soul / R&B,P-Funk Pocket,P-Funk Pocket,102,4/4,curated,4,4,97cee4f2b88f,17,17,REBUILD_DISTINCT_ARCHETYPE,USA,Battrochtek — adaptation pédagogique drum-set
263,Battrochtek Library v2,Funk / Soul / R&B,Motown Pocket,Motown Pocket,118,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,Detroit,Battrochtek — adaptation pédagogique drum-set
264,Battrochtek Library v2,Funk / Soul / R&B,Stax / Southern Soul,Stax / Southern Soul,102,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,Memphis,Battrochtek — adaptation pédagogique drum-set
265,Battrochtek Library v2,Funk / Soul / R&B,Philly Soul,Philly Soul,112,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,Philadelphia,Battrochtek — adaptation pédagogique drum-set
266,Battrochtek Library v2,Funk / Soul / R&B,Boogaloo Funk,Boogaloo Funk,110,4/4,curated,4,4,97cee4f2b88f,17,17,REBUILD_DISTINCT_ARCHETYPE,USA,Battrochtek — adaptation pédagogique drum-set
267,Battrochtek Library v2,Funk / Soul / R&B,Go-Go Pocket,Go-Go Pocket,104,4/4,curated,4,4,97cee4f2b88f,17,17,REBUILD_DISTINCT_ARCHETYPE,Washington DC,Battrochtek — adaptation pédagogique drum-set
268,Battrochtek Library v2,Funk / Soul / R&B,Gospel Shout,Gospel Shout,148,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,USA,Battrochtek — adaptation pédagogique drum-set
269,Battrochtek Library v2,Funk / Soul / R&B,Neo-Soul Pocket,Neo-Soul Pocket,82,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,USA,Battrochtek — adaptation pédagogique drum-set
270,Battrochtek Library v2,Funk / Soul / R&B,Dilla Feel,Dilla Feel,86,4/4,curated,4,4,97cee4f2b88f,17,17,REBUILD_DISTINCT_ARCHETYPE,Detroit,Battrochtek — adaptation pédagogique drum-set
271,Battrochtek Library v2,Funk / Soul / R&B,Modern R&B,Modern R&B,76,4/4,curated,4,4,ff683effcfde,5,5,REBUILD_DISTINCT_ARCHETYPE,USA,Battrochtek — adaptation pédagogique drum-set
272,Battrochtek Library v2,Funk / Soul / R&B,Linear Funk,Linear Funk,104,4/4,curated,4,4,d3c34c99f8c9,2,2,REBUILD_DISTINCT_ARCHETYPE,USA,Battrochtek — adaptation pédagogique drum-set
273,Battrochtek Library v2,Funk / Soul / R&B,Ghost Note Funk,Ghost Note Funk,100,4/4,curated,4,4,8ddd45055594,2,2,REBUILD_DISTINCT_ARCHETYPE,USA,Battrochtek — adaptation pédagogique drum-set
274,Battrochtek Library v2,Jazz / Brushes & Modern,Slow Swing Brushes,Slow Swing Brushes,72,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,USA,Battrochtek — adaptation pédagogique drum-set
275,Battrochtek Library v2,Jazz / Brushes & Modern,Medium Swing Brushes,Medium Swing Brushes,124,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,USA,Battrochtek — adaptation pédagogique drum-set
276,Battrochtek Library v2,Jazz / Brushes & Modern,Two-Feel Swing,Two-Feel Swing,132,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,USA,Battrochtek — adaptation pédagogique drum-set
277,Battrochtek Library v2,Jazz / Brushes & Modern,Broken Swing,Broken Swing,138,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,USA,Battrochtek — adaptation pédagogique drum-set
278,Battrochtek Library v2,Jazz / Brushes & Modern,ECM Straight 8ths,ECM Straight 8ths,98,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,Europe,Battrochtek — adaptation pédagogique drum-set
279,Battrochtek Library v2,Jazz / Brushes & Modern,Modern Jazz 7/8,Modern Jazz 7/8,126,7/8,curated,4,4,88bcb562d270,3,3,REBUILD_DISTINCT_ARCHETYPE,USA,Battrochtek — adaptation pédagogique drum-set
280,Battrochtek Library v2,Blues / Shuffle,Chicago Shuffle,Chicago Shuffle,112,4/4,curated,4,4,9c86f425b069,6,6,REBUILD_DISTINCT_ARCHETYPE,Chicago,Battrochtek — adaptation pédagogique drum-set
281,Battrochtek Library v2,Blues / Shuffle,Texas Shuffle,Texas Shuffle,126,4/4,curated,4,4,9c86f425b069,6,6,REBUILD_DISTINCT_ARCHETYPE,Texas,Battrochtek — adaptation pédagogique drum-set
282,Battrochtek Library v2,Blues / Shuffle,Train Shuffle,Train Shuffle,116,4/4,curated,4,4,9c86f425b069,6,6,REBUILD_DISTINCT_ARCHETYPE,USA,Battrochtek — adaptation pédagogique drum-set
283,Battrochtek Library v2,Blues / Shuffle,Half-Time Shuffle,Half-Time Shuffle,96,4/4,curated,4,4,af9d2a50eefc,1,1,REBUILD_VALIDATE,USA,Battrochtek — adaptation pédagogique drum-set
284,Battrochtek Library v2,Blues / Shuffle,Slow 12/8 Blues,Slow 12/8 Blues,66,12/8,curated,4,4,9354978706d3,2,2,REBUILD_DISTINCT_ARCHETYPE,USA,Battrochtek — adaptation pédagogique drum-set
285,Battrochtek Library v2,Reggae / Ska,Nyabinghi Drum-Set,Nyabinghi Drum-Set,84,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,Jamaica,Battrochtek — adaptation pédagogique drum-set
286,Battrochtek Library v2,Reggae / Ska,Digital Dancehall,Digital Dancehall,96,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,Jamaica,Battrochtek — adaptation pédagogique drum-set
287,Battrochtek Library v2,Reggae / Ska,Modern Dancehall,Modern Dancehall,102,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,Jamaica,Battrochtek — adaptation pédagogique drum-set
288,Battrochtek Library v2,Hip-Hop,Old School Breakbeat,Old School Breakbeat,104,4/4,curated,4,4,97cee4f2b88f,17,17,REBUILD_DISTINCT_ARCHETYPE,USA,Battrochtek — adaptation pédagogique drum-set
289,Battrochtek Library v2,Hip-Hop,Boom Bap Pocket,Boom Bap Pocket,92,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,New York,Battrochtek — adaptation pédagogique drum-set
290,Battrochtek Library v2,Hip-Hop,G-Funk Laid-Back,G-Funk Laid-Back,94,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,Los Angeles,Battrochtek — adaptation pédagogique drum-set
291,Battrochtek Library v2,Hip-Hop,Dilla Drunk Beat,Dilla Drunk Beat,84,4/4,curated,4,4,97cee4f2b88f,17,17,REBUILD_DISTINCT_ARCHETYPE,Detroit,Battrochtek — adaptation pédagogique drum-set
292,Battrochtek Library v2,Hip-Hop,Lo-Fi Pocket,Lo-Fi Pocket,78,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,USA,Battrochtek — adaptation pédagogique drum-set
293,Battrochtek Library v2,Hip-Hop,Trap Half-Time,Trap Half-Time,140,4/4,curated,4,4,ff683effcfde,5,5,REBUILD_DISTINCT_ARCHETYPE,USA,Battrochtek — adaptation pédagogique drum-set
294,Battrochtek Library v2,Hip-Hop,Drill,Drill,142,4/4,curated,4,4,ff683effcfde,5,5,REBUILD_DISTINCT_ARCHETYPE,Chicago/UK,Battrochtek — adaptation pédagogique drum-set
295,Battrochtek Library v2,Hip-Hop,Funky President-style Break,Funky President-style Break,102,4/4,curated,4,4,97cee4f2b88f,17,17,REBUILD_DISTINCT_ARCHETYPE,USA,Battrochtek — adaptation pédagogique drum-set
296,Battrochtek Library v2,Country / Americana,Train Beat,Train Beat,112,4/4,curated,4,4,96c6c88a553e,4,4,REBUILD_DISTINCT_ARCHETYPE,USA,Battrochtek — adaptation pédagogique drum-set
297,Battrochtek Library v2,Country / Americana,Two-Step,Two-Step,132,4/4,curated,4,4,96c6c88a553e,4,4,REBUILD_DISTINCT_ARCHETYPE,USA,Battrochtek — adaptation pédagogique drum-set
298,Battrochtek Library v2,Country / Americana,Country Shuffle,Country Shuffle,116,4/4,curated,4,4,9c86f425b069,6,6,REBUILD_DISTINCT_ARCHETYPE,USA,Battrochtek — adaptation pédagogique drum-set
299,Battrochtek Library v2,Country / Americana,Country Waltz,Country Waltz,92,3/4,curated,4,4,2a069c2bc916,1,1,REBUILD_VALIDATE,USA,Battrochtek — adaptation pédagogique drum-set
300,Battrochtek Library v2,Country / Americana,Bluegrass Drum-Set,Bluegrass Drum-Set,148,4/4,curated,4,4,96c6c88a553e,4,4,REBUILD_DISTINCT_ARCHETYPE,USA,Battrochtek — adaptation pédagogique drum-set
301,Battrochtek Library v2,Country / Americana,Nashville Straight,Nashville Straight,118,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,USA,Battrochtek — adaptation pédagogique drum-set
302,Battrochtek Library v2,Country / Americana,Country Rock,Country Rock,110,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,USA,Battrochtek — adaptation pédagogique drum-set
303,Battrochtek Library v2,Country / Americana,Brushes Country,Brushes Country,94,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,USA,Battrochtek — adaptation pédagogique drum-set
304,Battrochtek Library v2,Country / Americana,Honky Tonk,Honky Tonk,124,4/4,curated,4,4,96c6c88a553e,4,4,REBUILD_DISTINCT_ARCHETYPE,USA,Battrochtek — adaptation pédagogique drum-set
305,Battrochtek Library v2,Electronic / Dance,Italo Disco,Italo Disco,118,4/4,curated,4,4,80e5da64bcf4,7,7,REBUILD_DISTINCT_ARCHETYPE,Italy,Battrochtek — adaptation pédagogique drum-set
306,Battrochtek Library v2,Electronic / Dance,Deep House,Deep House,122,4/4,curated,4,4,80e5da64bcf4,7,7,REBUILD_DISTINCT_ARCHETYPE,USA/Europe,Battrochtek — adaptation pédagogique drum-set
307,Battrochtek Library v2,Electronic / Dance,Funky House,Funky House,124,4/4,curated,4,4,80e5da64bcf4,7,7,REBUILD_DISTINCT_ARCHETYPE,USA/Europe,Battrochtek — adaptation pédagogique drum-set
308,Battrochtek Library v2,Electronic / Dance,Techno,Techno,132,4/4,curated,4,4,80e5da64bcf4,7,7,REBUILD_DISTINCT_ARCHETYPE,Detroit/Europe,Battrochtek — adaptation pédagogique drum-set
309,Battrochtek Library v2,Electronic / Dance,Electro,Electro,126,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,USA,Battrochtek — adaptation pédagogique drum-set
310,Battrochtek Library v2,Electronic / Dance,Electro-Funk,Electro-Funk,112,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,USA,Battrochtek — adaptation pédagogique drum-set
311,Battrochtek Library v2,Electronic / Dance,UK Garage / 2-Step,UK Garage / 2-Step,132,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,UK,Battrochtek — adaptation pédagogique drum-set
312,Battrochtek Library v2,Electronic / Dance,Drum & Bass,Drum & Bass,174,4/4,curated,4,4,97cee4f2b88f,17,17,REBUILD_DISTINCT_ARCHETYPE,UK,Battrochtek — adaptation pédagogique drum-set
313,Battrochtek Library v2,Electronic / Dance,Jungle,Jungle,168,4/4,curated,4,4,97cee4f2b88f,17,17,REBUILD_DISTINCT_ARCHETYPE,UK,Battrochtek — adaptation pédagogique drum-set
314,Battrochtek Library v2,Electronic / Dance,Trip-Hop,Trip-Hop,84,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,UK,Battrochtek — adaptation pédagogique drum-set
315,Battrochtek Library v2,Electronic / Dance,Synthwave,Synthwave,104,4/4,curated,4,4,80e5da64bcf4,7,7,REBUILD_DISTINCT_ARCHETYPE,Global,Battrochtek — adaptation pédagogique drum-set
316,Battrochtek Library v2,Electronic / Dance,New Wave,New Wave,126,4/4,curated,4,4,5f4f632f09e7,59,59,REBUILD_DISTINCT_ARCHETYPE,UK/USA,Battrochtek — adaptation pédagogique drum-set
317,Battrochtek Library v2,Concepts,Straight 8ths,Straight 8ths,100,4/4,curated,4,4,5f4f632f09e7,59,59,MOVE_FOUNDATIONS_REBUILD,Pedagogy,Battrochtek — adaptation pédagogique drum-set
318,Battrochtek Library v2,Concepts,Straight 16ths,Straight 16ths,100,4/4,curated,4,4,5f4f632f09e7,59,59,MOVE_FOUNDATIONS_REBUILD,Pedagogy,Battrochtek — adaptation pédagogique drum-set
319,Battrochtek Library v2,Concepts,Shuffle 8ths,Shuffle 8ths,100,4/4,curated,4,4,9c86f425b069,6,6,MOVE_FOUNDATIONS_REBUILD,Pedagogy,Battrochtek — adaptation pédagogique drum-set
320,Battrochtek Library v2,Concepts,Shuffle 16ths,Shuffle 16ths,100,4/4,curated,4,4,9c86f425b069,6,6,MOVE_FOUNDATIONS_REBUILD,Pedagogy,Battrochtek — adaptation pédagogique drum-set
321,Battrochtek Library v2,Concepts,Half-Time,Half-Time,90,4/4,curated,4,4,ff683effcfde,5,5,MOVE_FOUNDATIONS_REBUILD,Pedagogy,Battrochtek — adaptation pédagogique drum-set
322,Battrochtek Library v2,Concepts,Double-Time,Double-Time,120,4/4,curated,4,4,5f4f632f09e7,59,59,MOVE_FOUNDATIONS_REBUILD,Pedagogy,Battrochtek — adaptation pédagogique drum-set
323,Battrochtek Library v2,Concepts,Four-on-the-floor,Four-on-the-floor,120,4/4,curated,4,4,80e5da64bcf4,7,7,MOVE_FOUNDATIONS_REBUILD,Pedagogy,Battrochtek — adaptation pédagogique drum-set
324,Battrochtek Library v2,Concepts,Linear,Linear,100,4/4,curated,4,4,d3c34c99f8c9,2,2,MOVE_FOUNDATIONS_REBUILD,Pedagogy,Battrochtek — adaptation pédagogique drum-set
325,Battrochtek Library v2,Concepts,Broken 16ths,Broken 16ths,96,4/4,curated,4,4,5f4f632f09e7,59,59,MOVE_FOUNDATIONS_REBUILD,Pedagogy,Battrochtek — adaptation pédagogique drum-set
326,Battrochtek Library v2,Concepts,Displaced Backbeat,Displaced Backbeat,96,4/4,curated,4,4,5f4f632f09e7,59,59,MOVE_FOUNDATIONS_REBUILD,Pedagogy,Battrochtek — adaptation pédagogique drum-set
327,Battrochtek Library v2,Concepts,Ghost Note Pocket,Ghost Note Pocket,96,4/4,curated,4,4,8ddd45055594,2,2,MOVE_FOUNDATIONS_REBUILD,Pedagogy,Battrochtek — adaptation pédagogique drum-set
328,Battrochtek Library v2,Concepts,3-over-4,3-over-4,96,4/4,curated,4,4,5f4f632f09e7,59,59,MOVE_FOUNDATIONS_REBUILD,Pedagogy,Battrochtek — adaptation pédagogique drum-set
329,Battrochtek Library v2,Concepts,5/4 Foundation,5/4 Foundation,108,5/4,curated,4,4,0264caaca5e1,1,1,MOVE_FOUNDATIONS_REBUILD,Pedagogy,Battrochtek — adaptation pédagogique drum-set
330,Battrochtek Library v2,Concepts,7/4 Foundation,7/4 Foundation,108,7/4,curated,4,4,b4975bf39c2c,1,1,MOVE_FOUNDATIONS_REBUILD,Pedagogy,Battrochtek — adaptation pédagogique drum-set
331,Battrochtek Library v2,Concepts,7/8 Foundation,7/8 Foundation,116,7/8,curated,4,4,88bcb562d270,3,3,MOVE_FOUNDATIONS_REBUILD,Pedagogy,Battrochtek — adaptation pédagogique drum-set
332,Battrochtek Library v2,Concepts,9/8 Foundation,9/8 Foundation,116,9/8,curated,4,4,2fefe897ebdb,2,2,MOVE_FOUNDATIONS_REBUILD,Pedagogy,Battrochtek — adaptation pédagogique drum-set
333,Drum Machine Patterns,Afro Cuban,Afro Cuban,Afro Cuban1Break,120,4/4,drum-machine,1,1,2e8eca208a93,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Afro Cuban/Afro_Cuban1Break.mid,
334,Drum Machine Patterns,Afro Cuban,Afro Cuban,Afro Cuban1MeasureA,120,4/4,drum-machine,1,1,b3827123aa08,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Afro Cuban/Afro_Cuban1MeasureA.mid,
335,Drum Machine Patterns,Afro Cuban,Afro Cuban,Afro Cuban1MeasureB,120,4/4,drum-machine,1,1,e6e294ec4476,2,2,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Afro Cuban/Afro_Cuban1MeasureB.mid,
336,Drum Machine Patterns,Afro Cuban,Afro Cuban,Afro Cuban2Break,120,4/4,drum-machine,1,1,7a9f824a4d30,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Afro Cuban/Afro_Cuban2Break.mid,
337,Drum Machine Patterns,Afro Cuban,Afro Cuban,Afro Cuban2MeasureA,120,4/4,drum-machine,1,1,cb74facb4869,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Afro Cuban/Afro_Cuban2MeasureA.mid,
338,Drum Machine Patterns,Afro Cuban,Afro Cuban,Afro Cuban2MeasureB,120,4/4,drum-machine,1,1,1e2888b9f394,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Afro Cuban/Afro_Cuban2MeasureB.mid,
339,Drum Machine Patterns,Afro Cuban,Afro Cuban,Afro Cuban3Break,120,4/4,drum-machine,1,1,7da6d9af4d3f,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Afro Cuban/Afro_Cuban3Break.mid,
340,Drum Machine Patterns,Afro Cuban,Afro Cuban,Afro Cuban3MeasureA,120,4/4,drum-machine,1,1,d240dde2d171,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Afro Cuban/Afro_Cuban3MeasureA.mid,
341,Drum Machine Patterns,Afro Cuban,Afro Cuban,Afro Cuban3MeasureB,120,4/4,drum-machine,1,1,1c3454233213,1,1,SOURCE_POOL_MACHINE_VERIFY_PROVENANCE,Afro Cuban/Afro_Cuban3MeasureB.mid,
